/scratch/dmk333_new/temp/Salmonella/data/genomes/GCA_031980685.1_PDT001837347.1_genomic.fna	31	DAPRWC010000001.1 TPA_asm: Salmonella enterica isolate LJH1046 SAMN33616908-rid18960313.denovo.01, whole genome shotgun sequence
/scratch/dmk333_new/temp/Salmonella/data/genomes/GCA_022914615.1_PDT001278791.1_genomic.fna	31	ABFQYG010000001.1 Salmonella enterica strain PNUSAS264302 SAMN27155688-rid14181183.denovo.01, whole genome shotgun sequence
/scratch/dmk333_new/temp/Salmonella/data/genomes/GCA_031694335.1_PDT001848623.1_genomic.fna	31	ABMRCW010000001.1 Salmonella enterica strain PNUSAS371667 SAMN36947149-rid19115853.denovo.01, whole genome shotgun sequence
/scratch/dmk333_new/temp/Salmonella/data/genomes/GCA_010411075.1_PDT000312751.2_genomic.fna	31	AANRXP010000001.1 Salmonella enterica subsp. enterica serovar Mbandaka strain FSIS11809568 SAMN09098766-rid6004843.denovo.01, whole genome shotgun sequence
/scratch/dmk333_new/temp/Salmonella/data/genomes/GCA_022362035.1_PDT001252504.1_genomic.fna	31	ABFDNG010000001.1 Salmonella enterica strain OSF120231 SAMN26101801-rid13974563.denovo.01, whole genome shotgun sequence
/scratch/dmk333_new/temp/Salmonella/data/genomes/GCA_008478675.1_PDT000135004.2_genomic.fna	31	AAKNPV010000001.1 Salmonella enterica subsp. enterica serovar Cerro strain CVM N42506 SAMN05202003-rid5287093.denovo.01, whole genome shotgun sequence
/scratch/dmk333_new/temp/Salmonella/data/genomes/GCA_022389225.1_PDT001253921.1_genomic.fna	31	ABFFEC010000001.1 Salmonella enterica strain PNUSAS259537 SAMN26230244-rid13987913.denovo.01, whole genome shotgun sequence
/scratch/dmk333_new/temp/Salmonella/data/genomes/GCA_009072245.1_PDT000607764.1_genomic.fna	31	AAMBAC010000001.1 Salmonella enterica strain PNUSAS108327 SAMN13027553-rid8388203.denovo.001, whole genome shotgun sequence
/scratch/dmk333_new/temp/Salmonella/data/genomes/GCA_022091855.1_PDT001242676.1_genomic.fna	31	ABFAPY010000001.1 Salmonella enterica strain PNUSAS257644 SAMN25755248-rid13890153.denovo.01, whole genome shotgun sequence
/scratch/dmk333_new/temp/Salmonella/data/genomes/GCA_006708845.1_PDT000329194.1_genomic.fna	31	AAGARO010000001.1 Salmonella enterica strain PNUSAS041556 SAMN09405363-rid4631963.denovo.01, whole genome shotgun sequence
/scratch/dmk333_new/temp/Salmonella/data/genomes/GCA_007446125.1_PDT000499884.1_genomic.fna	31	AAHZDN010000001.1 Salmonella enterica subsp. enterica serovar Anatum strain FSIS11920332 SAMN11625682-rid7612803.denovo.01, whole genome shotgun sequence
/scratch/dmk333_new/temp/Salmonella/data/genomes/GCA_008541595.1_PDT000584042.1_genomic.fna	31	AAKTBP010000001.1 Salmonella enterica strain PNUSAS097428 SAMN12723821-rid8208533.denovo.001, whole genome shotgun sequence
/scratch/dmk333_new/temp/Salmonella/data/genomes/GCA_025013405.1_PDT001387555.1_genomic.fna	31	DAIZZU010000001.1 TPA_asm: Salmonella enterica strain 1565K SAMEA852496-rid15073663.denovo.001, whole genome shotgun sequence
/scratch/dmk333_new/temp/Salmonella/data/genomes/GCA_014582395.1_PDT000724390.1_genomic.fna	31	AAWCGS010000001.1 Salmonella enterica subsp. enterica serovar Infantis strain FSIS12030011 SAMN14645646-rid9737583.denovo.001, whole genome shotgun sequence
/scratch/dmk333_new/temp/Salmonella/data/genomes/GCA_013501395.1_PDT000785155.1_genomic.fna	31	AAUBGO010000001.1 Salmonella enterica strain PNUSAS151935 SAMN15493552-rid10123333.denovo.01, whole genome shotgun sequence
/scratch/dmk333_new/temp/Salmonella/data/genomes/GCA_027891855.1_PDT001570557.1_genomic.fna	31	ABKCVS010000001.1 Salmonella enterica strain PNUSAS326285 SAMN32644113-rid16681723.denovo.01, whole genome shotgun sequence
/scratch/dmk333_new/temp/Salmonella/data/genomes/GCA_006319865.1_PDT000304767.2_genomic.fna	31	AAFDQT010000001.1 Salmonella enterica strain PNUSAS038193 SAMN08898133-rid5964193.denovo.01, whole genome shotgun sequence
/scratch/dmk333_new/temp/Salmonella/data/genomes/GCA_023785795.1_PDT001326058.1_genomic.fna	31	ABGPLZ010000001.1 Salmonella enterica strain PNUSAS275681 SAMN28934872-rid14589843.denovo.001, whole genome shotgun sequence
